City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
329,Havoysund,NO,70.9963,24.6622,30.2,86,75,9.22,light snow
330,Viedma,AR,-40.8135,-62.9967,84.4,32,4,18.1,clear sky
331,Nome,US,64.5011,-165.4064,1.4,71,20,23.02,snow
332,Seydi,TM,39.4816,62.9137,55.53,39,26,15.3,scattered clouds
333,Auki,SB,-8.7676,160.7034,78.3,87,93,2.84,overcast clouds
334,Husavik,IS,66.0449,-17.3389,14.0,92,90,28.77,snow
335,San Jeronimo,PE,-11.9472,-75.2829,56.79,63,96,2.33,overcast clouds
336,Ancud,CL,-41.8697,-73.8203,64.99,62,0,3.44,clear sky
337,Provideniya,RU,64.3833,-173.3,-5.64,88,34,8.12,scattered clouds
338,Rabo De Peixe,PT,37.8,-25.5833,59.0,88,40,16.11,scattered clouds
339,Mitu,CO,1.1983,-70.1733,74.44,94,100,2.8,overcast clouds
340,Nara,JP,34.6851,135.8049,55.99,74,100,6.91,overcast clouds
341,Coripata,BO,-16.3,-67.6,50.0,66,75,4.61,broken clouds
342,Khasan,RU,42.4308,130.6434,39.34,58,0,5.08,clear sky
343,Luderitz,NA,-26.6481,15.1594,77.43,55,1,24.83,clear sky
344,Yaan,NG,7.3833,8.5667,100.45,21,85,4.21,overcast clouds
345,Clyde River,CA,70.4692,-68.5914,-13.0,84,1,4.61,clear sky
346,Izhma,RU,65.0083,53.9113,22.73,93,69,2.04,broken clouds
347,Bathsheba,BB,13.2167,-59.5167,84.2,54,40,18.41,scattered clouds
348,Bandarbeyla,SO,9.4942,50.8122,80.69,74,23,9.86,few clouds
349,Tivaouane,SN,14.9515,-16.8129,93.2,31,0,16.11,clear sky
350,Jyvaskyla,FI,62.2415,25.7209,48.2,46,0,9.22,clear sky
351,Yulara,AU,-25.2406,130.9889,69.8,35,0,8.05,clear sky
352,Baldwin,US,30.7505,-87.7667,66.99,41,0,3.18,clear sky
353,Aleksandrov Gay,RU,50.147,48.5704,39.22,64,99,5.28,overcast clouds
354,Yenagoa,NG,4.9247,6.2642,89.42,55,100,8.9,light rain
355,Belyy Yar,RU,53.6039,91.3903,33.8,55,0,4.47,clear sky
356,Mbini,GQ,1.574,9.6134,87.8,79,20,9.22,light rain
357,Cambrils,ES,41.0748,1.0524,62.6,63,0,8.05,clear sky
358,Kenora,CA,49.8167,-94.4337,51.8,28,75,16.11,broken clouds
359,Acari,PE,-15.4311,-74.6158,81.3,60,100,9.95,overcast clouds
360,Key West,US,24.5557,-81.7826,75.0,53,1,17.27,clear sky
361,Wielun,PL,51.221,18.5696,45.0,63,90,7.02,overcast clouds
362,Blagoyevo,RU,63.3667,47.9167,26.46,91,83,3.91,broken clouds
363,Chicla,PE,-11.705,-76.2686,50.58,59,98,3.91,overcast clouds
364,Smirnykh,RU,49.75,142.8333,21.33,88,12,3.78,few clouds
365,Nambucca Heads,AU,-30.65,153.0,66.2,94,100,1.14,heavy intensity rain
366,West Wendover,US,40.7391,-114.0733,51.8,37,1,4.61,clear sky
367,Ahipara,NZ,-35.1667,173.1667,58.33,82,20,4.5,few clouds
368,Kutum,SD,14.2,24.6667,83.8,11,32,14.5,scattered clouds
369,Savalou,BJ,7.9281,1.9756,100.56,24,60,4.47,broken clouds
370,Drumheller,CA,51.4617,-112.7101,45.0,60,92,1.14,overcast clouds
371,San Ramon,US,37.7799,-121.978,53.01,66,90,8.05,overcast clouds
372,Boone,US,39.0334,-92.3335,68.0,50,0,11.99,clear sky
373,Margate,GB,51.3813,1.3862,55.99,58,30,3.0,scattered clouds
374,Ojinaga,MX,29.5667,-104.4167,64.4,63,90,8.05,overcast clouds
375,Grand Gaube,MU,-20.0064,57.6608,81.0,74,3,8.01,clear sky
376,Lompoc,US,34.6391,-120.4579,52.0,87,44,3.44,scattered clouds
377,Borda Da Mata,BR,-22.2742,-46.1653,71.6,64,40,3.22,scattered clouds
378,Zhangye,CN,38.9342,100.4517,48.96,44,44,6.55,scattered clouds
379,Marsa Matruh,EG,31.3525,27.2453,84.2,15,0,8.05,clear sky
380,Minas Novas,BR,-17.2186,-42.5903,78.3,76,81,3.94,broken clouds
381,Zaria,NG,11.1113,7.7227,96.8,8,3,11.07,clear sky
382,Vicencia,BR,-7.6569,-35.3267,82.4,65,40,8.05,scattered clouds
383,Dubrovka,RU,53.6907,33.5071,41.0,70,93,6.71,overcast clouds
384,Victoria,HK,22.2855,114.1577,75.0,87,95,1.01,overcast clouds
385,Rauma,FI,61.1272,21.5113,48.2,49,0,17.27,clear sky
386,Koslan,RU,63.4564,48.8989,24.8,91,34,2.86,scattered clouds
387,Lagoa,PT,39.05,-27.9833,60.19,79,100,16.6,overcast clouds
388,Jilin,CN,43.0,126.0,38.75,34,0,5.46,clear sky
389,Mineros,BO,-17.1167,-63.2333,84.2,65,75,4.61,broken clouds
390,Yudong,CN,29.385,106.5194,60.01,77,90,4.47,light rain
391,Iglesias,IT,39.3114,8.535,57.99,88,75,4.61,moderate rain
392,Santa Cruz,BO,-17.8,-63.1667,84.2,65,75,3.44,broken clouds
393,Skibbereen,IE,51.55,-9.2667,55.4,58,40,16.11,scattered clouds
394,Kelvington,CA,52.1667,-103.5343,42.8,52,100,18.41,overcast clouds
395,Omboue,GA,-1.5746,9.2618,81.68,77,75,10.98,light rain
396,Moengo,SR,5.6167,-54.4,86.09,64,98,6.06,overcast clouds
397,Vyazemskiy,RU,47.5378,134.7525,35.44,47,8,9.91,clear sky
398,Tartus,SY,34.889,35.8866,62.6,63,40,3.44,scattered clouds
399,Jishou,CN,28.3167,109.7167,50.29,87,100,4.81,overcast clouds
400,Riberalta,BO,-10.9833,-66.1,84.2,74,75,2.86,light rain
401,Sarangani,PH,5.4033,125.4636,83.57,72,76,16.11,broken clouds
402,Anahuac,MX,27.2333,-100.15,66.2,77,90,11.5,overcast clouds
403,Godfrey,US,38.9556,-90.1868,64.4,48,1,6.91,clear sky
404,Sahuaripa,MX,29.05,-109.2333,81.01,10,0,3.11,clear sky
405,Itamaraju,BR,-17.0392,-39.5311,81.27,72,64,6.33,broken clouds
406,Puro,PH,12.4841,123.3827,79.68,74,8,11.7,clear sky
407,Benguela,AO,-12.5763,13.4055,82.36,80,72,7.49,broken clouds
408,Black River,JM,18.0264,-77.8487,82.99,65,40,25.32,scattered clouds
409,Vavozh,RU,56.7751,51.931,29.12,95,56,6.2,snow
410,Kushmurun,KZ,52.4503,64.6311,33.46,98,100,7.47,overcast clouds
411,Yerbogachen,RU,61.2767,108.0108,-11.29,99,59,4.18,broken clouds
412,Bourail,NC,-21.5667,165.4833,72.63,85,83,5.84,broken clouds
413,Umaria,IN,23.5333,80.8333,80.74,9,0,1.88,clear sky
414,Asosa,ET,10.0667,34.5333,82.24,20,89,5.32,overcast clouds
415,Bonavista,CA,48.6499,-53.1147,41.0,100,100,2.3,overcast clouds
416,Nuristan,AF,35.3,70.8333,25.54,99,100,4.68,light snow
417,Muzhi,RU,65.3667,64.6667,31.35,99,100,5.44,light snow
418,Hyeres,FR,43.1167,6.1167,61.0,67,75,3.44,broken clouds
419,Chipinge,ZW,-20.1883,32.6236,64.2,81,46,4.54,scattered clouds
420,Sovetskiy,RU,61.3614,63.5842,32.92,96,100,5.28,overcast clouds
421,Ribeira Grande,PT,38.5167,-28.7,62.6,88,75,19.57,broken clouds
422,Grindavik,IS,63.8424,-22.4338,21.2,53,75,25.32,broken clouds
423,La Sarre,CA,48.8002,-79.1996,36.07,74,100,7.9,overcast clouds
424,Golden,US,39.7555,-105.2211,70.0,21,40,3.33,scattered clouds
425,Korla,CN,41.7597,86.1469,51.96,24,0,11.65,clear sky
426,Toora-Khem,RU,52.4675,96.11,25.52,93,16,1.16,few clouds
427,Beckley,US,37.7782,-81.1882,57.2,33,1,11.5,clear sky
428,Polewali,ID,-3.4324,119.3435,77.49,86,100,3.53,overcast clouds
429,Nan,TH,18.8333,100.6667,71.22,91,100,0.2,moderate rain
430,San Patricio,US,28.017,-97.5169,73.0,78,90,8.05,overcast clouds
431,Koungou,YT,-12.7336,45.2042,84.2,79,75,9.22,broken clouds
432,Tomatlan,MX,19.9333,-105.25,86.63,36,37,3.87,scattered clouds
433,Half Moon Bay,US,37.4636,-122.4286,53.6,66,90,10.36,overcast clouds
434,Ambon,ID,-3.6954,128.1814,80.6,83,40,6.91,scattered clouds
435,Shahr-E Babak,IR,30.1165,55.1186,61.99,7,96,3.4,overcast clouds
436,Piterka,RU,50.6803,47.4454,38.89,64,100,6.04,overcast clouds
437,Moche,PE,-8.1711,-79.0092,71.6,83,0,8.05,clear sky
438,Comarapa,BO,-17.9,-64.4833,62.58,82,100,4.7,overcast clouds
439,Soc Trang,VN,9.6033,105.98,80.6,89,20,2.3,few clouds
440,Columbus,US,39.9612,-82.9988,63.0,41,20,4.61,few clouds
441,Belaya,UA,49.029,25.7706,45.0,57,98,6.69,overcast clouds
442,Novosheshminsk,RU,55.0651,51.2338,34.7,83,100,10.67,overcast clouds
443,Sungairaya,ID,0.7,108.9,78.12,84,36,3.29,scattered clouds
444,Mogadishu,SO,2.0371,45.3438,83.01,76,76,10.02,broken clouds
445,Leshukonskoye,RU,64.8989,45.7622,29.91,86,92,6.17,overcast clouds
446,Prieska,ZA,-29.6641,22.7474,85.75,17,0,11.59,clear sky
447,Norrtalje,SE,59.758,18.705,52.0,43,0,21.85,clear sky
448,Terney,RU,45.0503,136.6092,32.94,63,1,6.33,clear sky
449,Isiro,CD,2.7739,27.616,81.59,48,62,3.18,broken clouds
450,Vanavara,RU,60.34,102.2797,1.31,99,53,3.29,broken clouds
451,Borzoy,RU,42.8415,45.6275,57.2,58,0,11.18,clear sky
452,Springfield,US,37.2153,-93.2982,66.0,63,1,9.22,clear sky
453,Fuling,CN,29.7022,107.3919,58.23,82,100,2.48,overcast clouds
454,Aykhal,RU,66.0,111.5,-19.64,100,99,5.75,overcast clouds
455,Sorland,NO,67.667,12.6934,32.0,59,75,13.8,broken clouds
456,Road Town,VG,18.4167,-64.6167,82.4,65,75,8.05,broken clouds
457,Manjacaze,MZ,-24.7117,33.8828,68.9,70,44,5.23,scattered clouds
458,Kifri,IQ,34.6959,44.9661,66.04,32,0,11.1,clear sky
459,Tadine,NC,-21.55,167.8833,74.05,71,12,15.77,few clouds
460,Vega De Alatorre,MX,20.0333,-96.6333,75.54,53,20,4.25,few clouds
461,Shihezi,CN,44.3,86.0333,49.75,44,100,3.22,overcast clouds
462,Washougal,US,45.5826,-122.3534,51.8,71,90,5.75,overcast clouds
463,Aljezur,PT,37.3191,-8.8033,65.37,65,2,10.38,clear sky
464,Tsiroanomandidy,MG,-18.7667,46.0333,69.03,88,52,1.48,light rain
465,Tazovskiy,RU,67.4667,78.7,29.53,97,100,9.42,light snow
466,Bowen,AU,-20.0167,148.2333,73.4,94,75,3.44,moderate rain
467,Burnie,AU,-41.0667,145.9167,55.98,70,7,10.11,clear sky
468,Narwar,IN,25.65,77.9,84.02,7,0,2.55,clear sky
469,Tigre,AR,-34.426,-58.5796,78.01,73,40,6.91,scattered clouds
470,Havre-Saint-Pierre,CA,50.2334,-63.5986,35.6,93,90,13.8,overcast clouds
471,Ambilobe,MG,-13.2,49.05,77.09,88,68,1.74,broken clouds
472,Rivadavia,AR,-33.1905,-68.4608,73.4,56,20,6.91,few clouds
473,Palm Coast,US,29.585,-81.2078,70.0,52,1,8.05,clear sky
474,Richards Bay,ZA,-28.783,32.0377,68.14,70,0,6.35,clear sky
475,Ust-Ishim,RU,57.6935,71.1665,34.61,88,100,9.48,overcast clouds
476,Eureka,US,40.8021,-124.1637,50.0,84,97,1.86,overcast clouds
477,Sloboda,RU,51.1421,40.3021,42.66,72,100,5.99,light rain
478,Boddam,GB,57.4667,-1.7833,51.8,58,75,21.85,light rain
479,Ternate,ID,0.8,127.4,81.01,81,100,9.24,overcast clouds
480,Adet,ET,11.2644,37.4888,74.08,34,72,11.81,broken clouds
481,Jizan,SA,17.3333,42.6667,84.2,74,0,17.27,clear sky
482,Puquio,PE,-14.7,-74.1333,60.8,53,100,1.3,light rain
483,Santa Vitoria Do Palmar,BR,-33.5189,-53.3681,76.33,62,10,9.08,clear sky
484,Sao Jose Da Coroa Grande,BR,-8.8978,-35.1478,84.06,67,67,8.86,broken clouds
485,Kushima,JP,31.4583,131.2333,60.31,90,47,5.75,scattered clouds
486,Acarau,BR,-2.8856,-40.12,84.74,70,100,14.7,overcast clouds
487,Tezu,IN,27.9167,96.1667,73.13,32,39,5.79,scattered clouds
488,Kudahuvadhoo,MV,2.6708,72.8944,83.98,73,19,14.25,few clouds
489,Sept-Iles,CA,50.2001,-66.3821,37.99,47,75,10.36,broken clouds
490,Semporna,MY,4.4818,118.6112,77.0,100,20,3.44,few clouds
491,Dharchula,IN,29.85,80.5333,60.39,15,27,8.46,scattered clouds
492,Goroka,PG,-6.0834,145.3873,61.48,93,100,1.74,overcast clouds
493,Blackwater,AU,-23.5833,148.8833,70.95,82,100,9.55,overcast clouds
494,Galle,LK,6.0367,80.217,80.37,78,63,9.22,broken clouds
495,Singarayakonda,IN,15.25,80.0333,82.67,82,17,10.8,few clouds
496,La Paz,BO,-16.5,-68.15,50.0,66,75,4.61,broken clouds
497,Linqiong,CN,30.4159,103.4609,60.8,77,40,4.47,scattered clouds
498,Los Llanos De Aridane,ES,28.6585,-17.9182,68.0,60,75,4.61,broken clouds
499,Bay Roberts,CA,47.5999,-53.2648,46.99,89,96,4.0,overcast clouds
500,Veraval,IN,20.9,70.3667,79.45,79,3,7.58,clear sky
501,Qianjiang,CN,30.4151,112.8859,52.84,61,100,6.46,overcast clouds
502,Esna,EG,25.2934,32.554,87.8,14,0,9.22,clear sky
503,Nyrob,RU,60.733,56.7202,28.71,98,100,2.55,overcast clouds
504,Salinas,US,36.6777,-121.6555,55.4,71,40,1.92,scattered clouds
505,Padang,ID,-0.9492,100.3543,75.2,88,20,2.3,few clouds
506,Wahiawa,US,21.5028,-158.0236,72.0,73,75,8.05,light rain
507,Tura,IN,25.5198,90.2201,73.04,17,90,2.91,overcast clouds
508,La Palma,US,33.8464,-118.0467,62.01,100,75,4.61,mist
509,Yining,CN,29.0361,114.5636,53.64,93,100,2.71,light rain
510,Gora,PL,51.6664,16.5349,53.01,30,28,4.0,scattered clouds
511,Antalaha,MG,-14.9003,50.2788,78.62,84,7,6.29,clear sky
512,Governador Valadares,BR,-18.8511,-41.9494,82.71,63,93,3.24,overcast clouds
513,Saint-Augustin,CA,51.226,-58.6502,35.26,99,100,13.96,overcast clouds
514,Kamen-Rybolov,RU,44.7481,132.0403,36.1,49,0,6.31,clear sky
515,Necochea,AR,-38.5473,-58.7368,78.01,52,0,11.01,clear sky
516,Tual,ID,-5.6667,132.75,83.64,71,69,0.76,broken clouds
517,Labytnangi,RU,66.6572,66.4183,25.61,95,100,10.78,light snow
518,Asau,RO,46.4333,26.4,42.01,47,100,6.4,overcast clouds
519,Hambantota,LK,6.1241,81.1185,78.8,78,0,4.61,clear sky
520,Mackay,AU,-21.15,149.2,73.99,94,90,6.91,light rain
521,Leninskoye,KZ,41.7589,69.3864,51.8,93,90,4.61,mist
522,At-Bashi,KG,41.1702,75.8106,37.67,53,100,0.22,light rain
523,Oxbow,CA,49.2333,-102.1676,46.99,46,100,15.01,overcast clouds
524,Coahuayana,MX,18.7333,-103.6833,77.0,38,1,3.87,clear sky
525,Kodinsk,RU,58.6881,99.1844,21.11,98,87,2.66,overcast clouds
526,Kalamata,GR,37.0389,22.1142,64.99,72,75,8.05,mist
527,Fandriana,MG,-20.2333,47.3833,62.71,89,83,2.28,broken clouds
528,Lakatoro,VU,-16.0999,167.4164,78.82,87,100,13.13,moderate rain
529,Northam,GB,51.0333,-4.2167,55.0,46,28,11.7,scattered clouds
530,Shchigry,RU,51.8755,36.9043,44.6,49,0,4.47,clear sky
531,Imeni Poliny Osipenko,RU,52.4201,136.4853,26.02,61,1,0.43,clear sky
532,Launceston,AU,-41.45,147.1667,46.99,76,0,1.41,clear sky
533,Ntungamo,UG,-0.8833,29.65,68.09,93,100,2.64,moderate rain
534,Sakakah,SA,29.9697,40.2064,75.2,9,0,4.79,clear sky
535,Bonnyville,CA,54.2668,-110.735,39.2,56,75,9.22,broken clouds
536,Goundam,ML,16.4145,-3.6708,101.82,3,5,5.77,clear sky
537,Mega,ET,4.05,38.3,65.8,71,86,7.94,light rain
538,Yamada,JP,39.4667,141.95,44.28,94,100,14.03,overcast clouds
539,Amapa,BR,1.0,-52.0,80.24,88,100,4.7,overcast clouds
540,Issa,RU,53.8705,44.8578,30.13,93,69,4.7,broken clouds
541,Kirakira,SB,-10.4544,161.9205,79.5,87,88,5.59,overcast clouds
542,Itaituba,BR,-4.2761,-55.9836,90.57,50,100,4.23,overcast clouds
543,Port Lincoln,AU,-34.7333,135.8667,63.23,83,0,12.64,clear sky
544,Severo-Yeniseyskiy,RU,60.3725,93.0408,29.39,97,100,6.91,overcast clouds
545,Otanche,CO,5.6567,-74.1825,78.37,63,96,3.74,overcast clouds
546,Port Keats,AU,-14.25,129.55,78.62,78,100,6.31,overcast clouds
547,Port Moresby,PG,-9.4431,147.1797,77.0,94,40,3.44,scattered clouds
548,Machala,EC,-3.2667,-79.9667,82.4,78,40,3.44,scattered clouds
549,Lujiang,CN,31.2581,117.2817,50.0,62,0,4.47,light rain
550,Mount Gambier,AU,-37.8333,140.7667,57.2,72,13,3.44,few clouds
551,Kuvshinovo,RU,57.0295,34.1725,33.35,81,100,6.17,overcast clouds
552,Grand-Santi,GF,4.25,-54.3833,83.8,68,100,3.89,overcast clouds
553,Otane,NZ,-39.8833,176.6333,59.0,76,10,23.0,clear sky
554,Jacmel,HT,18.2342,-72.5347,82.4,65,75,6.91,broken clouds
555,Mayskiy,RU,47.6931,40.1025,39.2,93,75,11.18,moderate rain
556,Candido De Abreu,BR,-24.5669,-51.3333,81.61,37,86,3.42,overcast clouds
557,Sambek,RU,47.7431,39.8308,39.2,93,75,11.18,light rain
558,Koforidua,GH,6.0941,-0.2591,89.6,62,0,17.27,clear sky
559,Wawa,NG,9.9022,4.4192,99.18,12,10,4.85,clear sky
560,Semnan,IR,35.5729,53.3971,59.11,30,25,2.91,scattered clouds
561,Orichi,RU,58.4036,49.0572,24.24,95,48,4.18,scattered clouds
562,Sandy Bay,AU,-42.913,147.3532,57.2,62,75,9.22,broken clouds
563,Chinautla,GT,14.7083,-90.4994,72.0,59,20,20.71,few clouds
564,Mariental,NA,-24.6333,17.9667,90.99,16,7,5.21,clear sky
565,Maamba,ZM,-17.3667,27.15,73.47,60,0,2.62,clear sky
566,Rawson,AR,-43.3002,-65.1023,82.35,24,28,22.32,scattered clouds
567,Kutno,PL,52.2306,19.3641,45.0,55,36,3.0,scattered clouds
568,Oktyabrskoye,RU,43.0645,44.7417,59.0,41,12,11.18,few clouds
569,Ukiah,US,39.1502,-123.2078,50.0,66,90,5.75,overcast clouds
570,Iskateley,RU,67.6803,53.1512,12.27,96,9,6.44,clear sky
571,Gigmoto,PH,13.7796,124.39,80.06,70,66,9.33,broken clouds
572,Tommot,RU,58.9564,126.2925,12.18,96,100,2.82,overcast clouds
573,Monrovia,LR,6.3005,-10.7969,84.2,84,75,5.75,light rain
574,Montepuez,MZ,-13.1256,38.9997,70.65,97,86,4.27,overcast clouds
575,Garowe,SO,8.4054,48.4845,89.01,33,53,11.05,broken clouds
576,Ekibastuz,KZ,51.6667,75.3667,40.82,58,89,14.34,overcast clouds
577,Takoradi,GH,4.8845,-1.7554,84.43,71,30,10.2,scattered clouds
578,Kamuli,UG,0.9472,33.1197,67.75,84,90,8.21,light rain
579,Goba,ET,7.0167,39.9833,54.82,75,74,2.24,broken clouds
580,Kurilsk,RU,45.2333,147.8833,30.33,82,100,7.29,overcast clouds
581,Gweta,BW,-20.1833,25.2333,85.19,28,1,8.03,clear sky
582,Katherine,AU,-14.4667,132.2667,69.8,83,83,5.75,broken clouds
583,Rota,ES,36.6224,-6.3586,71.6,72,20,11.5,few clouds
584,Flinders,AU,-34.5833,150.8552,64.99,86,0,1.01,clear sky
585,Imbituba,BR,-28.24,-48.6703,78.8,61,40,9.22,scattered clouds
586,Hovd,MN,48.0056,91.6419,34.32,22,58,0.96,broken clouds
587,Banepa,NP,27.6298,85.5214,59.0,47,20,3.44,haze
588,Sistranda,NO,63.7256,8.834,35.6,93,90,32.21,light snow
589,Kargil,IN,34.5667,76.1,31.15,92,100,1.43,snow
590,Umtata,ZA,-31.5889,28.7844,75.2,57,0,10.36,clear sky
591,Vardo,NO,70.3705,31.1107,35.6,87,75,24.16,broken clouds
592,Maridi,SS,4.9158,29.4742,86.32,36,71,5.17,broken clouds
593,Nemuro,JP,43.3236,145.575,32.07,92,100,14.83,snow
594,Conneaut,US,41.9476,-80.5542,57.0,40,1,8.05,clear sky
595,Kailua,US,21.4022,-157.7394,69.8,83,90,14.97,light rain
596,Nadvoitsy,RU,63.8667,34.3167,33.64,97,100,12.21,light snow
597,Ganzhou,CN,28.8184,115.4327,55.89,84,96,4.79,light rain
598,Victoria Point,AU,-27.5833,153.3,70.0,92,100,1.99,overcast clouds
599,Matiri,TZ,-10.75,34.9,63.21,95,64,3.71,light rain
600,Bonthe,SL,7.5264,-12.505,85.8,66,49,13.94,scattered clouds
601,Shaoxing,CN,30.011,120.5715,53.6,35,0,11.18,clear sky
602,Evensk,RU,61.95,159.2333,10.42,52,100,29.51,overcast clouds
603,Magomeni,TZ,-6.8,39.25,84.2,74,20,17.27,few clouds
604,Hajnowka,PL,52.7433,23.5812,44.01,57,98,1.99,overcast clouds
605,Pyskowice,PL,50.4,18.6333,43.0,49,94,1.99,overcast clouds
606,Kauhajoki,FI,62.4333,22.1833,44.01,56,0,8.05,clear sky
607,Krasavino,RU,60.9614,46.4814,29.57,93,99,3.74,overcast clouds
608,Sarankhola,BD,22.3082,89.7897,78.21,44,85,1.88,overcast clouds
609,Quilmana,PE,-12.95,-76.3833,77.11,67,74,7.72,broken clouds
610,Banjar,ID,-8.19,114.9675,82.4,83,20,3.44,few clouds
611,Champerico,GT,14.3,-91.9167,84.2,70,0,6.44,clear sky
612,San Juan,AR,-31.5375,-68.5364,81.43,40,89,9.17,overcast clouds
613,Zhengjiatun,CN,43.5064,123.5064,44.26,23,0,9.17,clear sky
614,Sur,OM,22.5667,59.5289,86.4,44,0,7.63,clear sky
615,Stulovo,RU,58.7225,50.1439,25.29,95,55,4.38,broken clouds
616,Dornach,CH,47.4804,7.6164,59.0,31,0,6.91,clear sky
617,Poso,ID,-1.3959,120.7524,77.85,86,95,4.68,overcast clouds
618,Obera,AR,-27.4871,-55.1199,85.48,39,86,4.68,overcast clouds
619,West Bay,KY,19.3667,-81.4167,79.0,69,75,17.27,broken clouds
620,Teguise,ES,29.0605,-13.564,73.4,43,20,16.11,few clouds
621,Krasnoye,UA,49.9145,24.6134,39.2,70,40,4.47,scattered clouds
622,Natal,BR,-5.795,-35.2094,86.0,58,40,14.97,scattered clouds
623,Alyangula,AU,-13.8483,136.4192,79.16,61,17,4.74,few clouds
624,Isangel,VU,-19.55,169.2667,76.12,79,71,15.82,broken clouds
625,Funadhoo,MV,6.15,73.2667,84.61,66,82,12.28,broken clouds
626,Berdigestyakh,RU,62.0989,126.6992,-17.19,100,93,2.59,overcast clouds
627,Sassandra,CI,4.95,-6.0833,85.24,65,32,8.77,scattered clouds
628,Shuyskoye,RU,59.3736,41.0305,31.06,90,95,6.8,light snow
629,Antofagasta,CL,-23.65,-70.4,73.0,56,0,9.22,clear sky
630,Seewalchen,AT,47.9525,13.5838,50.0,22,98,7.0,overcast clouds
631,Gat,IL,31.61,34.7642,63.0,55,0,1.99,clear sky
632,Sherlovaya Gora,RU,50.5667,116.25,35.17,58,89,16.96,overcast clouds
633,Carbonia,IT,39.1672,8.5222,57.99,88,75,4.61,moderate rain
634,Killam,CA,52.7834,-111.8518,41.0,60,100,11.5,overcast clouds
635,Carutapera,BR,-1.195,-46.02,84.07,71,98,9.04,overcast clouds
636,Anadyr,RU,64.75,177.4833,-13.0,77,20,4.47,few clouds
637,Samarai,PG,-10.6167,150.6667,82.15,76,99,1.23,overcast clouds
638,Redcliffe,AU,-27.2307,153.0973,72.0,94,90,8.05,overcast clouds
639,Pacific Grove,US,36.6177,-121.9166,55.4,62,40,3.44,scattered clouds
640,Esperance,AU,-33.8667,121.9,62.6,88,7,14.97,clear sky
641,Takahagi,JP,36.7167,140.7167,57.99,96,100,3.36,light rain
642,Sibolga,ID,1.7427,98.7792,77.65,90,96,2.19,overcast clouds
643,Alirajpur,IN,22.3031,74.3546,88.57,13,0,5.37,clear sky
644,Vasai,IN,19.47,72.8,84.2,74,10,5.75,haze
645,Lasa,IT,46.6166,10.7002,66.2,36,0,9.22,clear sky
646,Nyandoma,RU,61.669,40.1991,30.74,88,100,9.28,overcast clouds
647,Vestmanna,FO,62.1564,-7.1664,24.8,68,75,41.43,light snow
648,Gobabis,NA,-22.45,18.9667,81.84,28,6,9.71,clear sky
649,Santiago,CL,-33.4569,-70.6483,60.8,63,75,3.44,broken clouds
650,Seoul,KR,37.5683,126.9778,48.2,61,0,3.44,clear sky
651,Port Blair,IN,11.6667,92.75,80.24,75,7,4.0,clear sky
652,Santa Rosa Del Sur,CO,7.9644,-74.0544,79.2,73,99,3.2,overcast clouds
653,Qui Nhon,VN,13.7667,109.2333,77.4,86,25,5.35,scattered clouds
654,Baruun-Urt,MN,46.6806,113.2792,38.17,24,0,7.45,clear sky
655,Solnechnyy,RU,50.7214,136.6319,26.58,55,5,2.21,clear sky
656,Kawalu,ID,-7.3817,108.2082,73.54,98,100,2.15,light rain
657,Grootfontein,NA,-19.5667,18.1167,84.2,34,20,8.05,few clouds
658,Amuntai,ID,-2.4177,115.2494,74.98,97,100,2.26,overcast clouds
659,Rovaniemi,FI,66.5,25.7167,35.6,87,20,11.5,few clouds
660,Masallatah,LY,32.6167,14.0,66.4,60,100,6.96,overcast clouds
